佐原,香取,3.46918
香取,水郷,3.67267
水郷,小見川,5.0226
小見川,笹川,4.74652
笹川,下総橘,4.80741
下総橘,下総豊里,3.32701
下総豊里,椎柴,4.59898
椎柴,松岸,4.35352
松岸,銚子,3.1274
我孫子,東我孫子,3.38695
東我孫子,湖北,2.72893
湖北,新木,2.67536
新木,布佐,2.74304
布佐,木下,1.79195
木下,小林,4.16032
小林,安食,4.45279
安食,下総松崎,4.45168
下総松崎,成田,4.67889
大船,戸塚,5.23021
戸塚,横浜,10.8467
横浜,武蔵小杉,12.7329
新宿,渋谷,3.43197
渋谷,品川,4.78053
品川,東京,6.344
東京,千葉,32.2292
千葉,四街道,7.23395
四街道,佐倉,7.63864
成田,空港第２ビル（第２旅客ターミナル）,6.62928
空港第２ビル（第２旅客ターミナル）,成田空港（第１旅客ターミナル）,1.10336
八王子,立川,8.24752
立川,国分寺,6.06627
国分寺,三鷹,7.18289
三鷹,吉祥寺,1.75603
吉祥寺,新宿,11.0008
武蔵小杉,品川,9.22031
佐倉,成田,10.9132
佐原,香取,3.46918
香取,十二橋,2.44282
木更津,祇園,2.27594
祇園,上総清川,1.58759
上総清川,東清川,1.83741
東清川,横田,3.13726
横田,東横田,1.4375
東横田,馬来田,2.96634
馬来田,下郡,1.34125
下郡,小櫃,3.00315
小櫃,俵田,1.53651
俵田,久留里,2.44593
久留里,平山,2.5884
平山,上総松丘,1.78961
上総松丘,上総亀山,3.62038
大網,福俵,3.83848
福俵,東金,2.51543
東金,求名,3.67217
求名,成東,3.41431
大宮,さいたま新都心,1.64078
さいたま新都心,与野,1.16408
与野,北浦和,1.50514
北浦和,浦和,1.81202
浦和,南浦和,1.62105
南浦和,蕨,2.90796
蕨,西川口,1.8703
西川口,川口,1.92623
川口,赤羽,2.66948
赤羽,東十条,1.66957
東十条,王子,1.61128
王子,上中里,0.906668
上中里,田端,1.74999
田端,西日暮里,0.823325
西日暮里,日暮里,0.601919
日暮里,鶯谷,0.937613
鶯谷,上野,0.860022
上野,御徒町,0.753262
御徒町,秋葉原,0.972006
秋葉原,神田,0.861773
神田,東京,1.16236
東京,有楽町,0.693378
有楽町,新橋,1.13105
新橋,浜松町,1.20849
浜松町,田町,1.37795
田町,高輪ゲートウェイ,1.29671
品川,大井町,2.38729
大井町,大森,2.16488
大森,蒲田,3.25345
蒲田,川崎,3.72474
川崎,鶴見,3.19834
鶴見,新子安,3.05977
新子安,東神奈川,2.17483
東神奈川,横浜,1.63846
高輪ゲートウェイ,品川,0.765058
大宮,浦和,6.10659
赤羽,池袋,5.38552
池袋,新宿,4.60732
新宿,渋谷,3.43197
渋谷,恵比寿,1.57254
恵比寿,大崎,3.42221
大崎,西大井,2.10801
西大井,武蔵小杉,6.26207
新川崎,横浜,10.4913
横浜,保土ヶ谷,3.00487
保土ヶ谷,東戸塚,4.29086
東戸塚,戸塚,3.90271
戸塚,大船,5.23021
武蔵小杉,新川崎,2.96964
浦和,赤羽,10.6384
東京,上野,3.7356
小淵沢,甲斐小泉,4.25497
甲斐小泉,甲斐大泉,4.88587
甲斐大泉,清里,3.51875
十島,井出,2.9626
井出,寄畑,2.42111
寄畑,内船,2.12702
内船,甲斐大島,5.24556
甲斐大島,身延,3.69546
身延,塩之沢,2.02849
塩之沢,波高島,4.36879
波高島,下部温泉,1.3907
下部温泉,甲斐常葉,2.15675
甲斐常葉,市ノ瀬,2.00879
市ノ瀬,久那土,2.50909
久那土,甲斐岩間,1.29503
甲斐岩間,落居,1.43768
落居,鰍沢口,4.19917
鰍沢口,市川大門,2.93109
市川大門,市川本町,0.792105
市川本町,芦川,0.875157
芦川,甲斐上野,1.10421
甲斐上野,東花輪,2.85787
東花輪,小井川,1.08733
小井川,常永,1.43843
常永,国母,2.30872
国母,甲斐住吉,1.74033
甲斐住吉,南甲府,1.01804
南甲府,善光寺,2.11737
善光寺,金手,0.980032
金手,甲府,1.03552
国府津,下曽我,3.68375
下曽我,上大井,2.72212
上大井,相模金子,1.74586
相模金子,松田,1.90226
松田,東山北,2.95441
東山北,山北,2.51304
山北,谷峨,3.8599
池袋,北池袋,1.32842
北池袋,下板橋,0.524351
下板橋,大山,1.14019
大山,中板橋,1.12758
中板橋,ときわ台,0.580835
ときわ台,上板橋,1.25754
上板橋,東武練馬,1.4215
東武練馬,下赤塚,1.59074
下赤塚,成増,1.32779
成増,和光市,2.18689
和光市,朝霞,1.42509
朝霞,朝霞台,2.28668
朝霞台,志木,1.3726
志木,柳瀬川,1.53467
柳瀬川,みずほ台,1.31657
みずほ台,鶴瀬,1.32873
鶴瀬,ふじみ野,2.19893
ふじみ野,上福岡,1.79506
上福岡,新河岸,2.30419
新河岸,川越,2.17483
川越,川越市,0.989203
川越市,霞ヶ関,3.32518
霞ヶ関,鶴ヶ島,2.11708
鶴ヶ島,若葉,1.91274
若葉,坂戸,1.61454
坂戸,北坂戸,1.6791
北坂戸,高坂,3.38935
高坂,東松山,3.5795
東松山,森林公園,2.67626
森林公園,つきのわ,2.65073
つきのわ,武蔵嵐山,1.55194
武蔵嵐山,小川町,6.32691
小川町,東武竹沢,2.7424
東武竹沢,みなみ寄居,1.89474
男衾,鉢形,2.42273
鉢形,玉淀,0.854558
玉淀,寄居,0.50141
みなみ寄居,男衾,1.67792
浅草,とうきょうスカイツリー,1.12133
とうきょうスカイツリー,押上,0.326709
押上,曳舟,0.920683
曳舟,東向島,0.699616
東向島,鐘ヶ淵,1.04809
鐘ヶ淵,堀切,1.05695
堀切,牛田,0.561583
牛田,北千住,0.835568
北千住,小菅,1.37025
小菅,五反野,0.813721
五反野,梅島,1.28669
梅島,西新井,0.87084
西新井,竹ノ塚,1.89569
竹ノ塚,谷塚,2.48108
谷塚,草加,1.51654
草加,獨協大学前〈草加松原〉,1.67053
獨協大学前〈草加松原〉,新田,1.28559
新田,蒲生,1.45814
蒲生,新越谷,0.940601
新越谷,越谷,1.41221
越谷,北越谷,1.67445
北越谷,大袋,2.52548
大袋,せんげん台,1.31056
せんげん台,武里,1.51475
武里,一ノ割,1.71741
一ノ割,春日部,2.17122
春日部,北春日部,1.39317
北春日部,姫宮,1.60034
姫宮,東武動物公園,2.48523
東武動物公園,和戸,2.85058
和戸,久喜,3.61218
久喜,鷲宮,3.85947
鷲宮,花崎,2.59338
花崎,加須,3.70611
加須,南羽生,4.55829
南羽生,羽生,3.09739
東武動物公園,杉戸高野台,3.19299
杉戸高野台,幸手,2.53111
幸手,南栗橋,4.32452
南栗橋,栗橋,3.13071
栗橋,新古河,6.24269
新古河,柳生,2.90352
大宮,北大宮,1.19367
北大宮,大宮公園,1.03803
大宮公園,大和田,1.70405
大和田,七里,1.5988
七里,岩槻,2.89198
岩槻,東岩槻,2.24134
東岩槻,豊春,1.35071
豊春,八木崎,1.82833
八木崎,春日部,0.969247
春日部,藤の牛島,2.31196
藤の牛島,南桜井,2.69501
南桜井,川間,2.33138
川間,七光台,1.94675
七光台,清水公園,1.41826
清水公園,愛宕,1.12402
愛宕,野田市,0.89769
野田市,梅郷,2.27214
梅郷,運河,2.33868
運河,江戸川台,1.93639
江戸川台,初石,1.64909
初石,流山おおたかの森,1.4814
流山おおたかの森,豊四季,1.40921
豊四季,柏,2.90953
柏,新柏,2.71552
新柏,増尾,1.2759
増尾,逆井,0.961087
逆井,高柳,2.16523
高柳,六実,1.61205
六実,新鎌ヶ谷,1.58454
新鎌ヶ谷,鎌ヶ谷,1.75033
鎌ヶ谷,馬込沢,2.50822
馬込沢,塚田,2.32477
塚田,新船橋,1.26645
新船橋,船橋,1.10875
曳舟,小村井,1.33825
小村井,東あずま,0.52954
東あずま,亀戸水神,0.800635
亀戸水神,亀戸,0.709663
西新井,大師前,0.808597
坂戸,一本松,2.87604
一本松,西大家,1.54893
西大家,川角,1.09592
川角,武州長瀬,1.94638
武州長瀬,東毛呂,1.07991
東毛呂,武州唐沢,0.792128
武州唐沢,越生,1.45091
池袋,椎名町,1.56414
椎名町,東長崎,1.0706
東長崎,江古田,1.26306
江古田,桜台,0.931954
桜台,練馬,0.749936
練馬,中村橋,1.53156
中村橋,富士見台,0.708055
富士見台,練馬高野台,1.28211
練馬高野台,石神井公園,0.940281
石神井公園,大泉学園,1.93947
大泉学園,保谷,1.7178
保谷,ひばりヶ丘,2.00944
ひばりヶ丘,東久留米,1.47897
東久留米,清瀬,1.80827
清瀬,秋津,2.22561
秋津,所沢,2.2758
西所沢,小手指,2.04421
小手指,狭山ヶ丘,2.19424
狭山ヶ丘,武蔵藤沢,1.23042
武蔵藤沢,稲荷山公園,2.97928
稲荷山公園,入間市,0.772501
入間市,仏子,2.78144
仏子,元加治,1.37217
元加治,飯能,2.66334
飯能,東飯能,0.672018
東飯能,高麗,3.76939
高麗,武蔵横手,2.17015
武蔵横手,東吾野,2.00265
東吾野,吾野,3.50596
所沢,西所沢,1.59433
飯能,東飯能,0.672018
東飯能,高麗,3.76939
高麗,武蔵横手,2.17015
武蔵横手,東吾野,2.00265
東吾野,吾野,3.50596
吾野,西吾野,3.01353
西吾野,正丸,2.25941
正丸,芦ヶ久保,5.90127
芦ヶ久保,横瀬,3.5782
横瀬,西武秩父,1.37849
小竹向原,新桜台,0.986504
新桜台,練馬,1.29749
練馬,豊島園,0.739312
西所沢,下山口,1.73417
下山口,西武球場前,2.15156
多摩湖,西武園ゆうえんち,0.421627
西武園ゆうえんち,西武球場前,1.86193
西武新宿,高田馬場,1.85671
高田馬場,下落合,0.83003
下落合,中井,0.840193
中井,新井薬師前,1.25857
新井薬師前,沼袋,0.888918
沼袋,野方,1.00305
野方,都立家政,0.771368
都立家政,鷺ノ宮,0.535318
鷺ノ宮,下井草,1.29223
下井草,井荻,0.852312
井荻,上井草,1.11853
上井草,上石神井,0.968043
上石神井,武蔵関,1.43925
武蔵関,東伏見,1.17051
東伏見,西武柳沢,0.997753
西武柳沢,田無,1.20207
田無,花小金井,2.35345
花小金井,小平,2.53711
小平,久米川,2.00246
久米川,東村山,1.31809
東村山,所沢,3.03031
所沢,航空公園,1.46863
航空公園,新所沢,1.14385
新所沢,入曽,3.99609
入曽,狭山市,3.00886
狭山市,新狭山,2.64659
新狭山,南大塚,2.5516
南大塚,本川越,3.59524
小平,萩山,1.12784
