station_name,lat,lon,station_cd,yomi,pref_cd
東京,35.681391,139.766103,1130101,とうきょう,13
新宿,35.689729,139.700464,1130208,しんじゅく,13
大宮,35.906439,139.62405,1131906,,11
上野,35.71379,139.777043,1130220,うえの,13
横浜,35.466195,139.622704,1130105,,14
品川,35.62876,139.738999,1130103,しながわ,13
渋谷,35.658871,139.701238,1130205,しぶや,13
池袋,35.730256,139.711086,1130212,いけぶくろ,13
千葉,35.613425,140.112837,1131339,,12
大船,35.353466,139.531127,1130107,,14
国分寺,35.700123,139.480841,1131106,こくぶんじ,13
戸塚,35.400432,139.534282,1130106,,14
吉祥寺,35.703119,139.579765,1131104,きちじょうじ,13
恵比寿,35.646685,139.71007,1130204,えびす,13
新橋,35.666195,139.758587,1130102,しんばし,13
神田,35.691173,139.770641,1130223,かんだ,13
空港第２ビル（第２旅客ターミナル）,35.773693,140.387163,1132704,,12
四ツ谷,35.686041,139.730644,1131102,よつや,13
秋葉原,35.698619,139.773288,1130222,あきはばら,13
武蔵小杉,35.57669,139.65963,1130307,,14
西日暮里,35.731954,139.766857,1130217,にしにっぽり,13
西船橋,35.707283,139.959536,1130524,,12
目黒,35.633272,139.7155,1130203,めぐろ,13
高尾,35.642026,139.282288,1131112,たかお,13
練馬,35.737893,139.654368,2200106,ねりま,13
日吉,35.5539,139.646944,2600113,,26
荻窪,35.704523,139.620109,1131217,おぎくぼ,13
新横浜,35.509056,139.617472,1130604,,14
船橋,35.701865,139.984707,1131331,,12
千葉みなと,35.607391,140.102495,1132617,,12
蒲田,35.561767,139.714626,1133230,かまた,13
有楽町,35.675441,139.763806,1130225,ゆうらくちょう,13
新木場,35.646172,139.827402,1132605,しんきば,13
大井町,35.607535,139.735025,1133228,おおいまち,13
大和,35.469924,139.461383,2500206,,8
浜松町,35.655391,139.757135,1130227,はままつちょう,13
海老名,35.453381,139.392074,1130910,,14
御茶ノ水,35.699605,139.764955,1131203,おちゃのみず,13
平和台,35.757863,139.653762,2800604,へいわだい,13
小川町,36.05903,139.260412,1131805,おがわまち,11
小田原,35.256229,139.155396,1130116,,14
神保町,35.695966,139.757606,2800807,じんぼうちょう,13
代々木,35.683061,139.702042,1130207,よよぎ,13
長津田,35.53196,139.493548,1130609,,14
北千住,35.748916,139.804276,1132005,きたせんじゅ,13
橋本,35.594975,139.344586,1130616,,14
飯田橋,35.701934,139.743669,1131316,いいだばし,13
錦糸町,35.696802,139.814136,1131322,きんしちょう,13
金沢八景,35.331223,139.62018,2700139,,14
青山一丁目,35.672765,139.724159,2800116,あおやまいっちょうめ,13
東松戸,35.769954,139.942957,1130521,,12
新鎌ヶ谷,35.779481,139.998361,2100430,,12
日本橋,35.682078,139.773516,2800109,にほんばし,13
高田馬場,35.712677,139.703715,1130210,たかだのばば,13
高幡不動,35.662361,139.412953,2400129,たかはたふどう,13
浜川崎,35.510428,139.713483,1130328,,14
栗橋,36.136852,139.694177,1131914,,11
桜木町,35.449667,139.630791,1130702,,14
浅草,35.709461,139.79697,2100201,あさくさ,13
湘南台,35.396471,139.467283,2500210,,14
汐留,35.663703,139.760642,9930120,しおどめ,13
流山おおたかの森,35.871799,139.925044,2100422,,12
永田,36.135314,139.259516,1132408,,12
浅草橋,35.697451,139.786305,1131320,あさくさばし,13
水道橋,35.703398,139.75516,1131317,すいどうばし,13
武蔵浦和,35.846047,139.647974,1130510,,11
登戸,35.62115,139.569449,1130314,,14
豊島園,35.742054,139.647979,2200402,としまえん,13
豊洲,35.653792,139.795414,2800622,とよす,13
赤坂,35.566093,138.916035,2800515,あかさか,13
都賀,35.635491,140.148736,1131412,,12
鎌倉,35.318491,139.550121,1130812,,14
関内,35.443336,139.636984,1130703,,14
馬橋,35.811682,139.917305,1132011,,12
駒込,35.736825,139.748053,1130215,こまごめ,13
麻布十番,35.654682,139.737051,2800916,あざぶじゅうばん,13
藤沢,35.338882,139.487293,1130108,,14
熊谷,36.139313,139.389542,1132316,,11
熊野前,35.748972,139.769695,9930509,くまのまえ,13
玉川上水,35.731751,139.418435,2200805,たまがわじょうすい,13
王子,35.752538,139.73809,1133212,おうじ,13
町屋,35.742354,139.781499,2300104,まちや,13
町田,35.542004,139.445579,1130611,まちだ,13
栄町,35.612822,140.118592,9930515,さかえちょう,23
羽田空港第3ターミナル,35.544169,139.768206,2700207,はねだくうこうだいさんたーみなる,13
菊名,35.509749,139.630147,1130603,,14
あざみ野,35.568076,139.553694,2600316,,14
入谷,35.719862,139.783924,1130911,いりや,14
八丁堀,35.674851,139.776982,1132602,はっちょうぼり,13
八丁畷,35.523054,139.691346,1130326,,14
六本木,35.662836,139.731443,2800318,ろっぽんぎ,13
北習志野,35.721328,140.042195,9932906,,12
十日市場,35.526254,139.51669,1130608,,14
南千住,35.732413,139.798783,1132004,みなみせんじゅ,13
南流山,35.838035,139.903865,1130518,,12
厚木,35.443081,139.377896,1130909,,14
多摩動物公園,35.648666,139.403672,2400502,たまどうぶつこうえん,13
センター北,35.55353,139.578457,9931603,,14
センター南,35.545476,139.574291,9931604,,14
ユーカリが丘,35.721801,140.156354,2300133,,12
三越前,35.684908,139.773147,2800108,みつこしまえ,13
上大岡,35.408745,139.595901,2700133,,14
下北沢,35.661539,139.66691,2400605,しもきたざわ,13
両国,35.69579,139.793334,1131321,りょうごく,13
中井,35.714035,139.686356,2200704,なかい,13
中央林間,35.507671,139.444935,2500203,,14
中山,35.514745,139.539692,1130607,,14
中延,35.60571,139.712526,2600404,なかのぶ,13
中野坂上,35.69709,139.682279,2800220,なかのさかうえ,13
亀戸,35.697345,139.826262,1131323,かめいど,13
五反田,35.625262,139.724175,1130202,ごたんだ,13
大手町,35.684801,139.766086,2800208,おおてまち,13
東新宿,35.698915,139.707593,2801012,ひがししんじゅく,13
新杉田,35.386863,139.619483,1130708,,14
日比谷,35.674241,139.758732,2800315,ひびや,13
早稲田,35.705723,139.721319,2800404,わせだ,13
明治神宮前,35.668497,139.705367,2800518,めいじじんぐうまえ,13
本八幡,35.720898,139.92741,1131328,,12
本郷三丁目,35.706671,139.759914,2800205,ほんごうさんちょうめ,13
東中野,35.706529,139.684436,1131308,ひがしなかの,13
東川口,35.875246,139.744087,1130513,,11
新宿三丁目,35.690853,139.704828,2800217,しんじゅくさんちょうめ,13
大月,35.612938,138.942248,1131120,,19
天王洲アイル,35.620562,139.750793,9933602,てんのうずあいる,13
寄居,36.117597,139.194508,1131808,,11
巣鴨,35.733445,139.739303,1130214,すがも,13
弘明寺,35.423294,139.602081,2700132,,14
かしわ台,35.466744,139.415851,2900117,,14
さいたま新都心,35.893867,139.633587,1131905,,11
さがみ野,35.471485,139.429055,2900116,,14
三ツ境,35.467779,139.502662,2900112,,14
三田,35.64818,139.748775,9930208,みた,28
三軒茶屋,35.643716,139.670156,2600303,さんげんぢゃや,13
三鷹,35.702683,139.560325,1131105,みたか,13
上総中野,35.250051,140.199571,9930813,,12
下高井戸,35.66615,139.641372,2400107,しもたかいど,13
中目黒,35.643854,139.698621,2600103,なかめぐろ,13
中野,35.705765,139.665835,1131214,なかの,13
久喜,36.065684,139.67727,1131912,,11
九段下,35.695589,139.751948,2800407,くだんした,13
二俣川,35.463335,139.532207,2900110,,14
二子新地,35.606994,139.622338,2600308,,14
二子玉川,35.611788,139.626685,2600307,ふたこたまがわ,13
五井,35.512985,140.089522,1132506,,12
京急川崎,35.53285,139.700893,2700115,,14
京急蒲田,35.560796,139.723681,2700112,けいきゅうかまた,13
京成上野,35.711232,139.773571,2300101,けいせいうえの,13
京成津田沼,35.68364,140.024823,2300126,,12
京成高砂,35.750932,139.866875,2300110,けいせいたかさご,13
人形町,35.686307,139.782285,2800309,にんぎょうちょう,13
代々木上原,35.669159,139.680153,2500105,よよぎうえはら,13
住吉,35.689073,139.815681,2800814,すみよし,28
佐倉,35.709743,140.226722,1131415,,12
佐原,35.894522,140.494074,1132710,,12
保土ヶ谷,35.446746,139.599671,1130807,,14
元住吉,35.565698,139.654668,2600112,,14
八王子,35.655555,139.338998,1130620,はちおうじ,13
分倍河原,35.668493,139.468798,1130321,ぶばいがわら,13
北野,35.644479,139.354489,2400133,きたの,13
千川,35.738229,139.689271,2800607,せんかわ,13
千葉ニュータウン中央,35.800175,140.116159,2300607,,12
千葉中央,35.607354,140.117809,2300410,,12
南古谷,35.903344,139.519082,1132122,,11
南浦和,35.847648,139.669125,1130511,,11
印旛日本医大,35.787512,140.203112,2300608,,12
吾野,35.908502,139.226787,2200130,,11
和光市,35.788507,139.612434,2100111,,11
四街道,35.662756,140.165023,1131413,,12
国会議事堂前,35.67393,139.745219,2800212,こっかいぎじどうまえ,13
国府津,35.280832,139.212932,1130114,,14
地下鉄成増,35.776557,139.631497,2800602,ちかてつなります,13
地下鉄赤塚,35.769939,139.644021,2800603,ちかてつあかつか,13
坂戸,35.957181,139.394032,2100126,,11
堀ノ内,35.26322,139.686932,2700147,,14
多摩川,35.589591,139.668723,2600109,たまがわ,13
多摩湖,35.765881,139.442747,2200601,たまこ,13
大原,35.251097,140.390864,1132418,,12
大岡山,35.607456,139.685909,2600206,おおおかやま,13
大崎,35.619772,139.728439,1130201,おおさき,13
大網,35.522427,140.311111,1132407,,12
大門,35.656785,139.75466,9930121,だいもん,34
天空橋,35.548908,139.75423,2700205,てんくうばし,13
安房鴨川,35.107465,140.103566,1132427,,12
小川,35.737573,139.463493,2200803,おがわ,43
小平,35.736963,139.488491,2200719,こだいら,13
小淵沢,35.863808,138.316351,1131139,,19
小竹向原,35.743803,139.678572,2200301,こたけむかいはら,13
尾久,35.74683,139.753846,1131902,おく,13
川崎,35.531311,139.697485,1130104,,14
川越,35.906742,139.483078,1132123,,11
市川,35.728903,139.908142,1131327,,12
市役所前,35.606878,140.107757,9933102,,1
希望ヶ丘,35.460399,139.5143,2900111,,14
府中本町,35.665766,139.477142,1130320,ふちゅうほんまち,13
強羅,35.25085,139.048162,9933911,,14
後楽園,35.707898,139.751864,2800204,こうらくえん,13
御徒町,35.707282,139.774727,1130221,おかちまち,13
成東,35.608513,140.410109,1131420,,12
成田,35.777796,140.313853,1132703,,12
成田空港（第１旅客ターミナル）,35.763983,140.384644,1132705,,12
我孫子,35.87279,140.010466,1132017,,12
所沢,35.786627,139.473324,2200131,,11
押上,35.710702,139.812935,2100203,おしあげ,13
拝島,35.721278,139.343468,1131506,はいじま,13
指扇,35.917023,139.564951,1132121,,11
新丸子,35.58049,139.661964,2600110,,14
新小岩,35.716903,139.857777,1131325,しんこいわ,13
新川崎,35.551784,139.671481,1130805,,14
新御徒町,35.707045,139.781958,9930111,しんおかちまち,13
新松戸,35.825467,139.921076,1130519,,12
新百合ヶ丘,35.603705,139.507608,2500123,,14
旗の台,35.604923,139.702286,2600406,はたのだい,13
日暮里,35.727908,139.771287,1130218,にっぽり,13
日進,35.931555,139.606111,1132120,,1
日野,35.679244,139.39393,1131108,ひの,13
明大前,35.668758,139.650352,2400106,めいだいまえ,13
春日,35.709598,139.75325,9930108,かすが,40
春日部,35.980095,139.752345,2100227,,11
曳舟,35.718418,139.816634,2100204,ひきふね,13
月島,35.664871,139.784233,2800621,つきしま,13
木更津,35.381668,139.92611,1132511,,12
本千葉,35.601202,140.120987,1132402,,12
東吾野,35.892439,139.260281,2200129,,11
東府中,35.668766,139.495257,2400123,ひがしふちゅう,13
東成田,35.770091,140.387225,2300141,,12
東戸塚,35.430353,139.556794,1130808,,14
東村山,35.76006,139.465839,2200721,ひがしむらやま,13
東武動物公園,36.024604,139.726901,2100230,,11
東神奈川,35.47804,139.633466,1130601,,14
東銀座,35.669464,139.767253,2800313,ひがしぎんざ,13
東飯能,35.852928,139.325965,1131708,,11
松岸,35.739386,140.795143,1131430,,12
松戸,35.784472,139.900779,1132009,,12
柏,35.862316,139.971148,1132015,,12
森下,35.68796,139.797042,9930114,もりした,23
武蔵境,35.702083,139.543402,1131221,むさしさかい,13
武蔵横手,35.885256,139.280667,2200128,,11
氷川台,35.74955,139.665567,2800605,ひかわだい,13
永田町,35.678757,139.740258,2800616,ながたちょう,13
泉岳寺,35.638692,139.74002,2700101,せんがくじ,13
津田沼,35.691367,140.020179,1131333,,12
浦和,35.858496,139.657109,1131904,,11
清澄白河,35.682105,139.798851,2800811,きよすみしらかわ,13
溜池山王,35.673621,139.741419,2800114,ためいけさんのう,13
溝の口,35.59984,139.610487,2600310,,14
瀬谷,35.470412,139.482574,2900113,,14
田園調布,35.596815,139.667356,2600108,でんえんちょうふ,13
田町,35.645736,139.747575,1130228,たまち,13
田端,35.737781,139.761229,1130216,たばた,13
甲府,35.667054,138.569015,1131131,,19
白金台,35.637917,139.726133,2800918,しろかねだい,13
白金高輪,35.642903,139.734104,2800917,しろかねたかなわ,13
相模大塚,35.470666,139.441232,2900115,,14
相模大野,35.532208,139.437836,2500128,,14
稲毛,35.637264,140.09256,1131337,,12
立川,35.698202,139.413704,1130325,たちかわ,13
笹塚,35.673758,139.667251,2400104,ささづか,13
綾瀬,35.762222,139.825019,1132006,あやせ,13
羽沢横浜国大,35.481389,139.586389,2900301,,14
羽生,36.170345,139.533949,2100237,,11
自由が丘,35.607224,139.668664,2600107,じゆうがおか,13
茅ヶ崎,35.330741,139.407197,1130110,,14
茅場町,35.679752,139.780005,2800310,かやばちょう,13
萩山,35.740759,139.476903,2200802,はぎやま,13
蔵前,35.703236,139.790931,9930112,くらまえ,13
蘇我,35.582065,140.130767,1132403,,12
表参道,35.665247,139.712314,2800118,おもてさんどう,13
西八王子,35.656621,139.31264,1131111,にしはちおうじ,13
西国分寺,35.699744,139.465994,1130503,にしこくぶんじ,13
西大井,35.601616,139.721729,1130804,にしおおい,13
西所沢,35.789303,139.455959,2200117,,11
西新井,35.777323,139.790372,2100213,にしあらい,13
西武球場前,35.77093,139.41966,2200503,,11
西荻窪,35.703842,139.599361,1131218,にしおぎくぼ,13
西谷,35.478092,139.565721,2900108,,14
要町,35.73323,139.698715,2800608,かなめちょう,13
調布,35.652181,139.543988,2400118,ちょうふ,13
豊田,35.659502,139.381495,1131109,とよだ,13
赤坂見附,35.677021,139.737047,2800115,あかさかみつけ,13
赤羽,35.778026,139.720928,1131903,あかばね,13
赤羽岩淵,35.783417,139.722103,2800901,あかばねいわぶち,13
越生,35.962559,139.299437,1131803,,11
銀座,35.671989,139.763965,2800111,ぎんざ,13
銚子,35.729449,140.827557,1131431,,12
門前仲町,35.671851,139.796209,2800412,もんぜんなかちょう,13
阿佐ヶ谷,35.704818,139.635868,1131216,あさがや,13
霞ヶ関,35.673838,139.750899,2800211,かすみがせき,13
青砥,35.745883,139.856292,2300109,あおと,13
飯能,35.851189,139.318824,2200125,,11
香取,35.897856,140.532367,1132711,,12
高円寺,35.705326,139.649664,1131215,こうえんじ,13
高津,35.603248,139.616934,2600309,,26
高輪ゲートウェイ,35.6355,139.7407,1130230,たかなわげーとうぇい,13
高麗,35.881982,139.304414,2200127,,11
高麗川,35.896328,139.33809,1131709,,11
鶯谷,35.721484,139.778015,1130219,うぐいすだに,13
鶴ヶ峰,35.475031,139.549586,2900109,,14
鶴見,35.508387,139.67614,1130401,,14
辻堂,35.336847,139.447106,1130109,,14
平塚,35.327647,139.349063,1130111,,14
大磯,35.311299,139.313388,1130112,,14
二宮,35.298644,139.256925,1130113,,14
鴨宮,35.275744,139.180147,1130115,,14
早川,35.238875,139.145014,1130117,,14
根府川,35.202455,139.138504,1130118,,14
真鶴,35.156837,139.132148,1130119,,14
湯河原,35.146178,139.102142,1130120,,14
原宿,35.670646,139.702592,1130206,はらじゅく,13
新大久保,35.700875,139.700261,1130209,しんおおくぼ,13
目白,35.720476,139.706228,1130211,めじろ,13
大塚,35.731412,139.728584,1130213,おおつか,13
尻手,35.530939,139.684233,1130302,,14
矢向,35.539408,139.68055,1130303,,14
鹿島田,35.551459,139.674964,1130304,,14
平間,35.560565,139.671039,1130305,,14
向河原,35.572891,139.66725,1130306,,14
武蔵中原,35.581498,139.640613,1130308,,14
武蔵新城,35.587369,139.629419,1130309,,14
武蔵溝ノ口,35.598923,139.61139,1130310,,14
津田山,35.604259,139.600002,1130311,,14
久地,35.610363,139.592714,1130312,,14
宿河原,35.615429,139.579565,1130313,,14
中野島,35.630135,139.5501,1130315,,14
稲田堤,35.633701,139.535173,1130316,,14
矢野口,35.641305,139.520849,1130317,やのくち,13
稲城長沼,35.644184,139.502811,1130318,いなぎながぬま,13
南多摩,35.649249,139.489781,1130319,みなみたま,13
西府,35.670912,139.457477,1130329,にしふ,13
谷保,35.681377,139.446724,1130322,やほ,13
矢川,35.685079,139.431611,1130323,やがわ,13
西国立,35.69375,139.423887,1130324,にしくにたち,13
川崎新町,35.518234,139.699348,1130327,,14
小田栄,35.5145,139.704944,1130330,,14
国道,35.50083,139.675599,1130402,,14
鶴見小野,35.497005,139.681226,1130403,,14
弁天橋,35.495758,139.689451,1130404,,14
浅野,35.497555,139.695739,1130405,,14
新芝浦,35.491914,139.7001,1130406,,14
海芝浦,35.486073,139.700603,1130407,,14
安善,35.499668,139.700663,1130408,,14
大川,35.495646,139.711038,1130409,,14
武蔵白石,35.501912,139.706513,1130410,,14
昭和,35.506836,139.723897,1130412,,14
扇町,35.501452,139.722147,1130413,,14
北府中,35.68088,139.471792,1130502,きたふちゅう,13
新小平,35.73128,139.470745,1130504,しんこだいら,13
新秋津,35.778331,139.493592,1130505,しんあきつ,13
東所沢,35.79461,139.513878,1130506,,11
新座,35.80381,139.556328,1130507,,11
北朝霞,35.815475,139.587322,1130508,,11
西浦和,35.844139,139.627707,1130509,,11
東浦和,35.864079,139.704627,1130512,,11
南越谷,35.876106,139.790499,1130514,,11
越谷レイクタウン,35.876353,139.822178,1130525,,11
吉川,35.87662,139.843162,1130515,,11
吉川美南,35.868056,139.858167,1130526,,11
新三郷,35.858667,139.869341,1130516,,11
三郷,35.845004,139.886341,1130517,,11
新八柱,35.792013,139.938393,1130520,,12
市川大野,35.755432,139.951227,1130522,,12
船橋法典,35.730435,139.966771,1130523,,12
大口,35.492375,139.646288,1130602,,14
小机,35.508533,139.599787,1130605,,14
鴨居,35.510955,139.56707,1130606,,14
成瀬,35.535412,139.472875,1130610,なるせ,13
古淵,35.556055,139.419151,1130612,,14
淵野辺,35.568784,139.395075,1130613,,14
矢部,35.573275,139.386373,1130614,,14
相模原,35.58113,139.371007,1130615,,14
相原,35.60694,139.33169,1130617,あいはら,13
八王子みなみ野,35.630664,139.330678,1130618,はちおうじみなみの,13
片倉,35.639704,139.34119,1130619,かたくら,13
石川町,35.438808,139.642934,1130704,,14
山手,35.426891,139.646425,1130705,,14
根岸,35.415887,139.636034,1130706,,7
磯子,35.399881,139.617916,1130707,,14
洋光台,35.378785,139.596852,1130709,,14
港南台,35.375183,139.576243,1130710,,14
本郷台,35.36787,139.550159,1130711,,14
北鎌倉,35.337198,139.545134,1130811,,14
逗子,35.297392,139.578292,1130813,,14
東逗子,35.298781,139.601768,1130814,,14
田浦,35.29271,139.637726,1130815,,14
横須賀,35.284022,139.655855,1130816,,14
衣笠,35.257091,139.661193,1130817,,14
久里浜,35.233107,139.700862,1130818,,14
北茅ヶ崎,35.339167,139.407569,1130902,,14
香川,35.35655,139.400044,1130903,,14
寒川,35.367579,139.387452,1130904,,14
宮山,35.382261,139.379639,1130905,,14
倉見,35.395098,139.378422,1130906,,14
門沢橋,35.406761,139.380139,1130907,,14
社家,35.420543,139.377281,1130908,,14
相武台下,35.492734,139.386297,1130912,,14
下溝,35.518516,139.380428,1130913,,14
原当麻,35.528978,139.375355,1130914,,14
番田,35.545392,139.362988,1130915,,14
上溝,35.557623,139.36315,1130916,,14
南橋本,35.58042,139.352484,1130917,,14
相模湖,35.617335,139.1885,1131113,,14
藤野,35.615918,139.15239,1131114,,14
上野原,35.618747,139.115787,1131115,,19
四方津,35.614252,139.072572,1131116,,19
梁川,35.605271,139.038076,1131117,,19
鳥沢,35.608118,139.003345,1131118,,19
猿橋,35.61288,138.968388,1131119,,19
初狩,35.594274,138.883966,1131121,,19
笹子,35.603921,138.825205,1131122,,19
甲斐大和,35.639364,138.781632,1131123,,19
勝沼ぶどう郷,35.67279,138.74323,1131124,,19
塩山,35.705327,138.734796,1131125,,19
東山梨,35.694313,138.703026,1131126,,19
山梨市,35.684961,138.683003,1131127,,19
春日居町,35.673491,138.659,1131128,,19
石和温泉,35.657603,138.634577,1131129,,19
酒折,35.659486,138.598852,1131130,,19
竜王,35.668764,138.519298,1131132,,19
塩崎,35.687734,138.487521,1131133,,19
韮崎,35.709711,138.451357,1131134,,19
新府,35.736802,138.433093,1131135,,19
穴山,35.75107,138.413858,1131136,,19
日野春,35.79065,138.394316,1131137,,19
長坂,35.827061,138.366459,1131138,,19
東小金井,35.701643,139.524837,1131222,ひがしこがねい,13
武蔵小金井,35.701337,139.506483,1131223,むさしこがねい,13
国立,35.69923,139.44634,1131226,くにたち,13
大久保,35.700784,139.69732,1131309,おおくぼ,5
千駄ヶ谷,35.681231,139.711644,1131312,せんだがや,13
信濃町,35.680031,139.720729,1131313,しなのまち,13
平井,35.70643,139.842181,1131324,ひらい,13
小岩,35.733207,139.881755,1131326,こいわ,13
下総中山,35.714276,139.943092,1131329,,12
東船橋,35.699811,140.00393,1131332,,12
幕張本郷,35.672664,140.042241,1131334,,12
幕張,35.6594,140.057899,1131335,,12
新検見川,35.65169,140.073025,1131336,,12
西千葉,35.622639,140.103337,1131338,,12
新日本橋,35.688687,139.77323,1131402,しんにほんばし,13
馬喰町,35.693365,139.78238,1131403,ばくろちょう,13
東千葉,35.617014,140.122261,1131411,,12
物井,35.68566,140.200263,1131414,,12
南酒々井,35.704217,140.267828,1131416,,12
榎戸,35.683967,140.288136,1131417,,12
八街,35.663228,140.317304,1131418,,12
日向,35.628402,140.362447,1131419,,12
松尾,35.63604,140.457587,1131421,,12
横芝,35.661739,140.490736,1131422,,12
飯倉,35.685638,140.522328,1131423,,12
八日市場,35.699317,140.552419,1131424,,12
干潟,35.718308,140.603304,1131425,,12
旭,35.721831,140.655041,1131426,,12
飯岡,35.729339,140.683896,1131427,,12
倉橋,35.737836,140.714018,1131428,,12
猿田,35.747383,140.7374,1131429,,12
西立川,35.703526,139.393556,1131502,にしたちかわ,13
東中神,35.706337,139.384529,1131503,ひがしなかがみ,13
中神,35.709058,139.375816,1131504,なかがみ,13
昭島,35.713305,139.361564,1131505,あきしま,13
牛浜,35.734547,139.333677,1131507,うしはま,13
福生,35.742456,139.327763,1131508,ふっさ,13
羽村,35.758073,139.316188,1131509,はむら,13
小作,35.776048,139.302233,1131510,おざく,13
河辺,35.78473,139.284032,1131511,かべ,13
東青梅,35.789768,139.272841,1131512,ひがしおうめ,13
青梅,35.790512,139.258096,1131513,おうめ,13
宮ノ平,35.787545,139.237289,1131514,みやのひら,13
日向和田,35.788665,139.229515,1131515,ひなたわだ,13
石神前,35.79683,139.225096,1131516,いしがみまえ,13
二俣尾,35.803946,139.216161,1131517,ふたまたお,13
軍畑,35.807382,139.207431,1131518,いくさばた,13
沢井,35.80594,139.193324,1131519,さわい,13
御嶽,35.801468,139.182589,1131520,みたけ,13
川井,35.813697,139.16429,1131521,かわい,13
古里,35.816247,139.152102,1131522,こり,13
鳩ノ巣,35.815127,139.128932,1131523,はとのす,13
白丸,35.811735,139.114861,1131524,しろまる,13
奥多摩,35.809357,139.096961,1131525,おくたま,13
熊川,35.728321,139.33584,1131602,くまがわ,13
東秋留,35.725904,139.311665,1131603,ひがしあきる,13
秋川,35.727998,139.286715,1131604,あきがわ,13
武蔵引田,35.729711,139.269907,1131605,むさしひきだ,13
武蔵増戸,35.730961,139.256355,1131606,むさしますこ,13
武蔵五日市,35.732248,139.228039,1131607,むさしいつかいち,13
北八王子,35.669232,139.363348,1131702,きたはちおうじ,13
小宮,35.685799,139.368481,1131703,こみや,13
東福生,35.745811,139.33594,1131705,ひがしふっさ,13
箱根ヶ崎,35.771158,139.346805,1131706,はこねがさき,13
金子,35.810822,139.328546,1131707,,11
毛呂,35.940806,139.309237,1131802,,11
明覚,36.003309,139.288789,1131804,,11
竹沢,36.075466,139.229952,1131806,,11
折原,36.096296,139.195205,1131807,,11
用土,36.153858,139.200758,1131809,,11
松久,36.172938,139.182127,1131810,,11
児玉,36.192624,139.13582,1131811,,11
丹荘,36.216668,139.102306,1131812,,11
土呂,35.931997,139.63214,1131907,,11
東大宮,35.948751,139.640291,1131908,,11
蓮田,35.981272,139.653016,1131909,,11
白岡,36.01774,139.666826,1131910,,11
新白岡,36.038732,139.67208,1131911,,11
東鷲宮,36.089428,139.67913,1131913,,11
三河島,35.733383,139.777131,1132003,みかわしま,13
亀有,35.766527,139.847573,1132007,かめあり,13
金町,35.769582,139.870482,1132008,かなまち,13
北松戸,35.800459,139.911528,1132010,,12
北小金,35.833436,139.931303,1132013,,12
南柏,35.844655,139.954111,1132014,,12
北柏,35.875623,139.988035,1132016,,12
天王台,35.872558,140.04121,1132018,,12
板橋,35.745435,139.719507,1132106,いたばし,13
十条,35.760321,139.722233,1132107,じゅうじょう,13
北赤羽,35.787007,139.70569,1132109,きたあかばね,13
浮間舟渡,35.791209,139.691341,1132110,うきまふなど,13
戸田公園,35.807906,139.678203,1132111,,11
戸田,35.817665,139.669548,1132112,,11
北戸田,35.826883,139.661201,1132113,,11
中浦和,35.853769,139.6375,1132115,,11
南与野,35.867456,139.631117,1132116,,11
与野本町,35.880968,139.626075,1132117,,11
北与野,35.890678,139.628521,1132118,,11
西大宮,35.92228133,139.5797968,1132211,,11
西川越,35.91909,139.459746,1132206,,11
的場,35.917478,139.435376,1132207,,11
笠幡,35.907551,139.40622,1132208,,11
武蔵高萩,35.901729,139.371123,1132209,,11
宮原,35.940256,139.609455,1132307,,11
上尾,35.973522,139.588434,1132308,,11
北上尾,35.985632,139.577223,1132309,,11
桶川,35.998375,139.564274,1132310,,11
北本,36.032112,139.533591,1132311,,11
鴻巣,36.0592,139.509552,1132312,,11
北鴻巣,36.085529,139.476894,1132313,,11
吹上,36.103062,139.45312,1132314,,11
行田,36.113879,139.432103,1132315,,11
籠原,36.17448,139.330199,1132317,,11
深谷,36.191344,139.28127,1132318,,11
岡部,36.205645,139.237622,1132319,,11
本庄,36.236229,139.188299,1132320,,11
神保原,36.25359,139.149172,1132321,,11
鎌取,35.562795,140.178583,1132404,,12
誉田,35.546996,140.213748,1132405,,12
土気,35.530866,140.269783,1132406,,12
本納,35.48227,140.30758,1132409,,12
新茂原,35.449477,140.29983,1132410,,12
茂原,35.426733,140.304121,1132411,,12
八積,35.403971,140.345367,1132412,,12
上総一ノ宮,35.373401,140.365138,1132413,,12
東浪見,35.34669,140.376706,1132414,,12
太東,35.319942,140.381184,1132415,,12
長者町,35.295839,140.385021,1132416,,12
三門,35.282377,140.391567,1132417,,12
浪花,35.222674,140.379428,1132419,,12
御宿,35.188028,140.35197,1132420,,12
勝浦,35.152722,140.312142,1132421,,12
鵜原,35.140828,140.278446,1132422,,12
上総興津,35.137146,140.250487,1132423,,12
行川アイランド,35.11832,140.226962,1132424,,12
安房小湊,35.128597,140.190337,1132425,,12
安房天津,35.125473,140.154487,1132426,,12
浜野,35.551876,140.132089,1132504,,12
八幡宿,35.536189,140.120072,1132505,,12
姉ヶ崎,35.4786,140.041749,1132507,,12
長浦,35.450234,139.995478,1132508,,12
袖ヶ浦,35.431997,139.95788,1132509,,12
巌根,35.414285,139.933229,1132510,,12
君津,35.333619,139.895697,1132512,,12
青堀,35.330304,139.858189,1132513,,12
大貫,35.291661,139.855541,1132514,,12
佐貫町,35.260113,139.876106,1132515,,12
上総湊,35.221855,139.871016,1132516,,12
竹岡,35.197582,139.830159,1132517,,12
浜金谷,35.168215,139.822141,1132518,,12
保田,35.14148,139.838114,1132519,,12
安房勝山,35.114022,139.83339,1132520,,12
