station_name,lat,lon,station_cd,yomi,pref_cd
箱根湯本,35.233555,139.103743,9933905,,14
塔ノ沢,35.234521,139.094016,9933906,,14
大平台,35.238664,139.073849,9933907,,14
宮ノ下,35.241913,139.063052,9933908,,14
小涌谷,35.240374,139.053162,9933909,,14
彫刻の森,35.246529,139.050856,9933910,,14
新柴又,35.75101,139.879376,9934002,しんしばまた,13
矢切,35.757503,139.899742,9934003,,12
北国分,35.762916,139.914252,9934004,,12
秋山,35.765299,139.930723,9934005,,12
松飛台,35.775377,139.957739,9934007,,12
大町,35.775103,139.973567,9934008,,34
西白井,35.784364,140.031545,9934010,,12
白井,35.784723,140.0541,9934011,,12
小室,35.787004,140.076073,9934012,,12
印西牧の原,35.803608,140.166911,9934014,,12
赤土小学校前,35.742454,139.768989,9934203,あかどしょうがっこうまえ,13
足立小台,35.754658,139.770381,9934205,あだちおだい,13
扇大橋,35.763897,139.770808,9934206,おうぎおおはし,13
高野,35.768359,139.770679,9934207,こうや,33
江北,35.774021,139.770306,9934208,こうほく,41
西新井大師西,35.781505,139.770094,9934209,にしあらいだいしにし,13
谷在家,35.788774,139.770043,9934210,やざいけ,13
舎人公園,35.79623,139.770183,9934211,とねりこうえん,13
舎人,35.8057,139.770108,9934212,とねり,13
見沼代親水公園,35.814544,139.770719,9934213,みぬまだいしんすいこうえん,13
川和町,35.52802,139.548745,9934302,,14
都筑ふれあいの丘,35.536583,139.561359,9934303,,14
北山田,35.561077,139.592258,9934306,,44
東山田,35.554302,139.604369,9934307,,14
高田,35.549713,139.619944,9934308,,29
日吉本町,35.549883,139.633554,9934309,,14
公園下,35.249944,139.045639,9934402,,14
公園上,35.249083,139.043167,9934403,,14
中強羅,35.248167,139.040556,9934404,,14
上強羅,35.247306,139.038056,9934405,,14
早雲山,35.246444,139.035611,9934406,,14
上大月,35.609341,138.938128,9940102,,19
田野倉,35.593456,138.931271,9940103,,19
禾生,35.575175,138.929191,9940104,,19
都留市,35.557199,138.907525,9940106,,19
谷村町,35.550744,138.904631,9940107,,19
都留文科大学前,35.542531,138.896438,9940108,,19
東桂,35.536334,138.870758,9940110,,19
三つ峠,35.524291,138.84555,9940111,,19
寿,35.508442,138.82558,9940112,,19
葭池温泉前,35.502084,138.812212,9940113,,19
下吉田,35.497909,138.80366,9940114,,19
月江寺,35.493313,138.798105,9940115,,19
富士山,35.483536,138.795686,9940116,,19
富士急ハイランド,35.488974,138.782048,9940117,,19
河口湖,35.498231,138.768852,9940118,,19
