departure,destination,time,count,fare
汐入駅,横須賀中央駅,1,0,150
京急大津駅,馬堀海岸駅,1,0,150
糀谷駅,大鳥居駅,1,0,150
大鳥居駅,穴守稲荷駅,1,0,150
港町駅,鈴木町駅,1,0,150
鈴木町駅,川崎大師駅,1,0,150
川崎大師駅,東門前駅,1,0,150
東門前駅,大師橋駅,1,0,150
新大津駅,北久里浜駅,1,0,150
田端駅,西日暮里駅,1,0,146
神田駅,東京駅,1,0,146
府中本町駅,分倍河原駅,1,0,146
中野駅,高円寺駅,1,0,146
阿佐ヶ谷駅,荻窪駅,1,0,146
阿佐ヶ谷駅,高円寺駅,1,0,146
秋葉原駅,浅草橋駅,1,0,146
日暮里駅,西日暮里駅,1,0,146
国道駅,鶴見小野駅,1,0,146
安善駅,武蔵白石駅,1,0,146
西立川駅,東中神駅,1,0,146
東中神駅,中神駅,1,0,146
石神前駅,二俣尾駅,1,0,146
明大前駅,下高井戸駅,1,0,140
田園調布駅,多摩川駅,1,0,140
新丸子駅,武蔵小杉駅,1,0,140
二子玉川駅,二子新地駅,1,0,140
二子新地駅,高津駅,1,0,140
桜上水駅,上北沢駅,1,0,140
上北沢駅,八幡山駅,1,0,140
八幡山駅,芦花公園駅,1,0,140
芦花公園駅,千歳烏山駅,1,0,140
千歳烏山駅,仙川駅,1,0,140
柴崎駅,国領駅,1,0,140
国領駅,布田駅,1,0,140
武蔵野台駅,多磨霊園駅,1,0,140
京王多摩川駅,京王稲田堤駅,1,0,140
京王稲田堤駅,京王よみうりランド駅,1,0,140
山田駅,めじろ台駅,1,0,140
めじろ台駅,狭間駅,1,0,140
神泉駅,駒場東大前駅,1,0,140
新代田駅,東松原駅,1,0,140
永福町駅,西永福駅,1,0,140
浜田山駅,高井戸駅,1,0,140
富士見ヶ丘駅,久我山駅,1,0,140
久我山駅,三鷹台駅,1,0,140
新線新宿駅,初台駅,1,0,140
初台駅,幡ヶ谷駅,1,0,140
不動前駅,武蔵小山駅,1,0,140
武蔵小山駅,西小山駅,1,0,140
西小山駅,洗足駅,1,0,140
宮崎台駅,宮前平駅,1,0,140
市が尾駅,藤が丘駅,1,0,140
藤が丘駅,青葉台駅,1,0,140
すずかけ台駅,南町田グランベリーパーク駅,1,0,140
九品仏駅,尾山台駅,1,0,140
尾山台駅,等々力駅,1,0,140
等々力駅,上野毛駅,1,0,140
戸越銀座駅,荏原中延駅,1,0,140
長原駅,洗足池駅,1,0,140
洗足池駅,石川台駅,1,0,140
石川台駅,雪が谷大塚駅,1,0,140
御嶽山駅,久が原駅,1,0,140
千鳥町駅,池上駅,1,0,140
五百羅漢駅,穴部駅,1,0,140
相模沼田駅,岩原駅,1,0,140
富士フイルム前駅,大雄山駅,1,0,140
国府台駅,市川真間駅,1,0,136
菅野駅,京成八幡駅,1,0,136
京成八幡駅,鬼越駅,1,0,136
鬼越駅,京成中山駅,1,0,136
京成中山駅,東中山駅,1,0,136
東中山駅,京成西船駅,1,0,136
大神宮下駅,船橋競馬場駅,1,0,136
船橋競馬場駅,谷津駅,1,0,136
宗吾参道駅,公津の杜駅,1,0,136
八広駅,四ツ木駅,1,0,136
京成幕張駅,検見川駅,1,0,136
西登戸駅,新千葉駅,1,0,136
参宮橋駅,代々木八幡駅,1,0,136
梅ヶ丘駅,豪徳寺駅,1,0,136
豪徳寺駅,経堂駅,1,0,136
成城学園前駅,喜多見駅,1,0,136
狛江駅,和泉多摩川駅,1,0,136
柿生駅,鶴川駅,1,0,136
南林間駅,鶴間駅,1,0,136
栗平駅,黒川駅,1,0,136
黒川駅,はるひ野駅,1,0,136
松が谷駅,大塚・帝京大学駅,1,0,102
立川南駅,立川北駅,1,0,102
高松駅,立飛駅,1,0,102
立飛駅,泉体育館駅,1,0,102
泉体育館駅,砂川七番駅,1,0,102
銀座駅,日比谷駅,0,0,178
三ノ輪橋駅,荒川一中前駅,0,0,168
荒川一中前駅,荒川区役所前駅,0,0,168
荒川区役所前駅,荒川二丁目駅,0,0,168
荒川二丁目駅,荒川七丁目駅,0,0,168
町屋駅前駅,町屋二丁目駅,0,0,168
町屋二丁目駅,東尾久三丁目駅,0,0,168
小台駅,荒川遊園地前駅,0,0,168
荒川車庫前駅,梶原駅,0,0,168
飛鳥山駅,滝野川一丁目駅,0,0,168
西ヶ原四丁目駅,新庚申塚駅,0,0,168
新庚申塚駅,庚申塚駅,0,0,168
大塚駅前駅,向原駅,0,0,168
東池袋四丁目駅,都電雑司ヶ谷駅,0,0,168
都電雑司ヶ谷駅,鬼子母神前駅,0,0,168
